Compound,Date,Negative,Neutral,Positive,Source,Tweet,Tweets Ago
0.0,Tue Mar 20 06:57:03 +0000 2018,1.0,0.0,0.0,@CNN,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/XhKwzBWxnI,75
0.0,Tue Mar 20 06:44:27 +0000 2018,1.0,0.0,0.0,@CNN,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK,76
-0.1027,Tue Mar 20 06:33:32 +0000 2018,0.726,0.145,0.129,@CNN,The world's last male white rhino has died leaving only two females left to save the species from extinction.… https://t.co/mN92F0nLwL,77
0.25,Tue Mar 20 06:31:07 +0000 2018,0.481,0.212,0.308,@CNN,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/RsYz8zDVX4 https://t.co/eAW7TRsPyD,78
-0.7717,Tue Mar 20 06:10:42 +0000 2018,0.675,0.325,0.0,@CNN,"Amnesty International has accused the Nigerian army of failing to act on ""advance warnings"" given a few hours befor… https://t.co/OzUer6y6xw",79
-0.2263,Tue Mar 20 06:06:33 +0000 2018,0.894,0.106,0.0,@CNN,"Undercover British television report is ""edited and scripted to grossly misrepresent the nature of those conversati… https://t.co/DQbCb3eF1W",80
0.25,Tue Mar 20 06:01:04 +0000 2018,0.889,0.0,0.111,@CNN,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/atpoLD928t,81
0.7269,Tue Mar 20 05:50:55 +0000 2018,0.747,0.0,0.253,@CNN,"A military band plays out the delegates in the Great Hall of the People, ending the 13th National People's Congress… https://t.co/kpJXcbpoep",82
0.0,Tue Mar 20 05:31:05 +0000 2018,1.0,0.0,0.0,@CNN,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/6s4nc2UgOs,83
-0.8979,Tue Mar 20 05:26:27 +0000 2018,0.602,0.398,0.0,@CNN,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/MbjE8JbxyM",84
0.0,Tue Mar 20 05:21:27 +0000 2018,1.0,0.0,0.0,@CNN,"""Trump is Nixon on steroids and stilts.""

John Dean, who served as White House counsel for President Richard Nixon… https://t.co/BwMCukpgiN",85
-0.6124,Tue Mar 20 05:10:16 +0000 2018,0.833,0.167,0.0,@CNN,"Six months after Hurricane Maria devastated Puerto Rico, the news is the return of normalcy for some. But the road… https://t.co/EqmCCIZ98P",86
-0.1689,Tue Mar 20 05:01:04 +0000 2018,0.906,0.094,0.0,@CNN,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/YhVnkog7mu https://t.co/RdQyhgYJMW",87
0.0,Tue Mar 20 04:57:54 +0000 2018,1.0,0.0,0.0,@CNN,"(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal danc… https://t.co/KX0wCvTVZ6",88
-0.7269,Tue Mar 20 04:46:04 +0000 2018,0.724,0.276,0.0,@CNN,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/DdqhcY78x9",89
0.0,Tue Mar 20 04:31:05 +0000 2018,1.0,0.0,0.0,@CNN,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/6dOW9LLZfx,90
0.0,Tue Mar 20 04:21:24 +0000 2018,1.0,0.0,0.0,@CNN,"Speaking at the closure of the 13th National People's Congress, Chinese President Xi Jinping delivered a confident,… https://t.co/OxfcUDYKkw",91
-0.8126,Tue Mar 20 04:16:42 +0000 2018,0.67,0.33,0.0,@CNN,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/beD34Po0QU",92
-0.7579,Tue Mar 20 04:14:25 +0000 2018,0.723,0.277,0.0,@CNN,The studio co-founded by disgraced movie mogul Harvey Weinstein has been crippled by the sexual harassment and assa… https://t.co/gKN3STMjVu,93
0.0,Tue Mar 20 04:09:57 +0000 2018,1.0,0.0,0.0,@CNN,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/A1HvaNuj8B,94
-0.743,Tue Mar 20 04:01:03 +0000 2018,0.741,0.259,0.0,@CNN,A 9-year-old boy retrieved a gun from his parents' bedroom and shot his 13-year-old sister to death after the two g… https://t.co/1CXndSSZuE,95
0.0,Tue Mar 20 03:59:53 +0000 2018,1.0,0.0,0.0,@CNN,"Ballerina Misty Copeland made history in 2015, becoming the first principal dancer for American Ballet Theatre. We’… https://t.co/kuuodA3nas",96
0.0772,Tue Mar 20 03:31:02 +0000 2018,0.936,0.0,0.064,@CNN,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/VILPjdWHhz,97
0.4576,Tue Mar 20 03:16:07 +0000 2018,0.875,0.0,0.125,@CNN,"Susan Pompeo, wife of CIA chief Mike Pompeo, has taken on an unusually active role for a CIA spouse in agency affai… https://t.co/kCo2Mh2rkR",98
0.0,Tue Mar 20 03:09:18 +0000 2018,1.0,0.0,0.0,@CNN,Wylie discusses Cambridge Analytica's possible connections to Russia: “I am concerned we made Russia aware of the p… https://t.co/zJnKlQkUQJ,99
0.0,Tue Mar 20 03:01:06 +0000 2018,1.0,0.0,0.0,@CNN,"How a designer got his scarf into ""Black Panther"" https://t.co/vIjG20TbWu https://t.co/GDD5ibMslm",100
0.3818,Tue Mar 20 18:54:48 +0000 2018,0.885,0.0,0.115,@FoxNews,".@POTUS: ""My priority and the priority of my administration is to serve, protect, and defend the citizens of the Un… https://t.co/R8dS17CB2W",1
-0.2732,Tue Mar 20 18:31:45 +0000 2018,0.69,0.182,0.128,@FoxNews,".@POTUS: ""Democrats' priority is to protect criminals, not to do what's right for our country."" https://t.co/fTUaDMFjPQ",2
0.4404,Tue Mar 20 18:29:18 +0000 2018,0.775,0.0,0.225,@FoxNews,".@POTUS on sanctuary cities: ""We're looking to have safe cities."" https://t.co/6AY6AcDl2k",3
0.6124,Tue Mar 20 18:28:09 +0000 2018,0.737,0.0,0.263,@FoxNews,".@POTUS: ""Sanctuary cities and states like California put Americans at the mercy of hardened criminals."" https://t.co/Eu5NBfRrHc",4
0.0,Tue Mar 20 18:23:08 +0000 2018,1.0,0.0,0.0,@FoxNews,.@POTUS hosts a law enforcement roundtable on sanctuary cities https://t.co/glcoatPpJ0,5
0.1761,Tue Mar 20 18:15:32 +0000 2018,0.779,0.095,0.125,@FoxNews,.@PressSec: “The president has been very clear about the fact that there was no collusion between his campaign and… https://t.co/pegl4CWkF6,6
0.0772,Tue Mar 20 18:10:43 +0000 2018,0.885,0.0,0.115,@FoxNews,.@PressSec: “We want to continue to have a dialogue with Russia.” https://t.co/yMGUy8RMq6,7
-0.3182,Tue Mar 20 18:09:42 +0000 2018,0.881,0.119,0.0,@FoxNews,.@PressSec on Texas bombings and Maryland school shooting: “Our thoughts and prayers are with the victims involved… https://t.co/ktpF9xU9DW,8
-0.5267,Tue Mar 20 18:04:57 +0000 2018,0.833,0.167,0.0,@FoxNews,.@PressSec: “Sanctuary jurisdictions release thousands of criminal aliens out of our prisons and jails and back int… https://t.co/7gRmhrSju7,9
0.4767,Tue Mar 20 18:01:27 +0000 2018,0.846,0.0,0.154,@FoxNews,"RT @FoxBusiness: .@PressSec: ""The @POTUS was proud to issue a proclamation declaring today the 45th annual Ag Day."" https://t.co/gLBI1Ezdms",10
0.0,Tue Mar 20 17:54:26 +0000 2018,1.0,0.0,0.0,@FoxNews,.@PressSec Sarah Sanders holds a briefing.  https://t.co/jrv6A3E2QF,11
0.0,Tue Mar 20 17:45:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"Trump: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/SbphlBjk9v https://t.co/B6wwp7YDu6",12
-0.3182,Tue Mar 20 17:42:56 +0000 2018,0.839,0.161,0.0,@FoxNews,VIDEO: Tempers Flare as California City Opts Out of State's Sanctuary Law https://t.co/3OqABttkCi,13
-0.4767,Tue Mar 20 17:30:21 +0000 2018,0.78,0.22,0.0,@FoxNews,Maryland Governor @LarryHogan: “Our hearts are broken. We’re extremely saddened.” https://t.co/fQM8o6NGry https://t.co/jwVQXV9O6r,14
0.0,Tue Mar 20 17:24:57 +0000 2018,1.0,0.0,0.0,@FoxNews,News conference underway on Maryland school shooting https://t.co/fQM8o6NGry https://t.co/yln8IxxNZb,15
-0.7184,Tue Mar 20 17:15:44 +0000 2018,0.739,0.261,0.0,@FoxNews,"Breaking News: Minneapolis cop who fatally shot unarmed Australian woman in 2017 turns himself in, charged with mur… https://t.co/CpmXiihkWq",16
0.0,Tue Mar 20 17:03:09 +0000 2018,1.0,0.0,0.0,@FoxNews,"RT @EricShawnTV: If @POTUS @realDonaldTrump fires #RobertMueller, @TheDemocrats Rep. @RepSwalwell tells @FoxNews: ""Americans would take to…",17
0.0,Tue Mar 20 16:53:01 +0000 2018,1.0,0.0,0.0,@FoxNews,.@jasoninthehouse: “I don’t believe that Jeff Sessions is up to the job. I think the attorney general is inept and… https://t.co/KtkLqzkrFb,18
0.0,Tue Mar 20 16:44:26 +0000 2018,1.0,0.0,0.0,@FoxNews,"JUST IN: @POTUS: Texas bomber is 'very sick,' says 'we will get to the bottom of it' https://t.co/X6tqZknk4Z",19
-0.5994,Tue Mar 20 16:37:16 +0000 2018,0.738,0.262,0.0,@FoxNews,"100-year-old runner, a World War II vet, sets 5 new world track records https://t.co/0mJ8ZVGtX4",20
0.0,Tue Mar 20 16:35:08 +0000 2018,1.0,0.0,0.0,@FoxNews,".@POTUS: “I had a call with President Putin and congratulated him on the victory, his electoral victory… We will pr… https://t.co/NGgamhJmKt",21
-0.5956,Tue Mar 20 16:31:46 +0000 2018,0.815,0.185,0.0,@FoxNews,".@POTUS: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe individuals.” https://t.co/mwzDwHD6gg",22
0.0,Tue Mar 20 16:05:37 +0000 2018,1.0,0.0,0.0,@FoxNews,College student reinstated after 18-day exile from Christianity class for gender speech (via @calebparke) https://t.co/BGlUJQvOVa,23
0.0,Tue Mar 20 16:03:24 +0000 2018,1.0,0.0,0.0,@FoxNews,First day of spring arrives: 5 things to know about the vernal equinox https://t.co/JOBsioj868,24
0.674,Tue Mar 20 16:00:54 +0000 2018,0.623,0.08,0.297,@FoxNews,OPINION: Supreme Court should not allow California to force pro-life pregnancy centers to promote abortion https://t.co/BcQ2tnQo5l,25
0.7506,Tue Mar 20 15:54:47 +0000 2018,0.632,0.0,0.368,@FoxNews,.@Walmart customer's kind gesture for veteran goes viral: 'I'm grateful for you' https://t.co/ILmK3OL7Eu,26
0.5994,Tue Mar 20 15:46:17 +0000 2018,0.671,0.0,0.329,@FoxNews,"House GOP leaders McCarthy, Scalise join calls for second special counsel https://t.co/4mNPCakvKX",27
-0.4215,Tue Mar 20 15:46:00 +0000 2018,0.606,0.268,0.126,@FoxNews,"Silence from Zuckerberg, Sandberg on Facebook scandal like putting 'gasoline on the fire' https://t.co/DDmREhgSaF… https://t.co/iEzajw3ELX",28
-0.34,Tue Mar 20 15:44:38 +0000 2018,0.844,0.156,0.0,@FoxNews,Man with gun reported at Panera Bread restaurant near Princeton University (via: @luciasuarezsang) https://t.co/4tG0INB8d5,29
-0.4404,Tue Mar 20 15:41:32 +0000 2018,0.539,0.29,0.17,@FoxNews,"JUST IN: Shooter dead, two injured after shooting at Great Mills High School in Maryland https://t.co/PR7p3gulEQ",30
0.0,Tue Mar 20 15:34:29 +0000 2018,1.0,0.0,0.0,@FoxNews,Officials give an update on the school shooting in Maryland https://t.co/fQM8o6NGry https://t.co/FkV7sdojWv,31
-0.128,Tue Mar 20 15:28:00 +0000 2018,0.694,0.168,0.139,@FoxNews,"Facebook data scandal: Social network's security chief in spotlight, reportedly leaving this year… https://t.co/7a8acG1dsQ",32
-0.25,Tue Mar 20 15:18:24 +0000 2018,0.8,0.2,0.0,@FoxNews,Expelled Russian diplomats begin trek back to Moscow https://t.co/jfxuSx4KFH,33
0.6249,Tue Mar 20 15:17:40 +0000 2018,0.76,0.0,0.24,@FoxNews,Shooting at Great Mills High School in Maryland injures at least three people https://t.co/PR7p3gulEQ,34
0.0,Tue Mar 20 15:14:03 +0000 2018,1.0,0.0,0.0,@FoxNews,"Spring nor'easter could bring upwards of 18 inches of snow, hampering Wednesday commute https://t.co/mk24na0mFc",35
0.296,Tue Mar 20 15:10:58 +0000 2018,0.872,0.0,0.128,@FoxNews,Crews Work to Restore Puerto Rico’s Power Grid Six Months after Hurricane Maria; @BryanLlenas reports https://t.co/KwHQaB0f5x,36
0.0,Tue Mar 20 15:10:14 +0000 2018,1.0,0.0,0.0,@FoxNews,Authorities hold news conference on explosion at Texas @FedEx plant https://t.co/X5flwoWkDc https://t.co/hoJFFi0daN,37
0.4005,Tue Mar 20 15:00:26 +0000 2018,0.881,0.0,0.119,@FoxNews,".@RepSwalwell: “If the president is completely innocent, he should just cooperate and get out of the way of this in… https://t.co/3fTIQNRzOa",38
-0.7579,Tue Mar 20 14:59:51 +0000 2018,0.698,0.302,0.0,@FoxNews,.@RepSwalwell: “I think it would cause a constitutional crisis if the president were able to fire [Mueller].” https://t.co/oQpFv4Jmdg,39
0.0,Tue Mar 20 14:54:42 +0000 2018,1.0,0.0,0.0,@FoxNews,.@RepSwalwell: “We should act immediately to preserve Bob Mueller’s role.” https://t.co/pfJtzoMCpg,40
-0.4019,Tue Mar 20 14:51:47 +0000 2018,0.816,0.184,0.0,@FoxNews,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2",41
0.0,Tue Mar 20 14:50:58 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @MikeEmanuelFox: Congress still wrestling with a $1.3 trillion Omnibus funding package-facing a Friday night deadline-from @AmericaNewsr…,42
-0.5574,Tue Mar 20 14:48:56 +0000 2018,0.825,0.175,0.0,@FoxNews,".@RajShah45: “We think that the DACA program, which President Obama put into effect, is illegal and unconstitutiona… https://t.co/4LUKeEULYx",43
0.4939,Tue Mar 20 14:45:51 +0000 2018,0.868,0.0,0.132,@FoxNews,.@RajShah45: “We remain confident that by the end of the week we’re going to have a funding bill that funds this Wh… https://t.co/RI6EK8Tmj4,44
-0.5065,Tue Mar 20 14:41:33 +0000 2018,0.743,0.204,0.052,@FoxNews,".@RajShah45: “The president maintains that there was no collusion, no obstruction in this matter and… once the spec… https://t.co/cFXXkLBS4m",45
0.0,Tue Mar 20 14:34:20 +0000 2018,1.0,0.0,0.0,@FoxNews,.@VP Mike Pence delivers remarks commemorating @POTUS’s National Agriculture Day proclamation. https://t.co/fJArfSD6YY,46
-0.6979,Tue Mar 20 14:32:40 +0000 2018,0.715,0.285,0.0,@FoxNews,"RT @FoxBusiness: ""We aren't interested in being PC, we aren't interested in being packaged, we're interested in being authentic.""

@EKANard…",47
0.0,Tue Mar 20 14:28:45 +0000 2018,1.0,0.0,0.0,@FoxNews,".@newtgingrich: “Every time the president tweets about Robert Mueller, he makes Mueller bigger and more important.” https://t.co/njql6cmpCp",48
0.0,Tue Mar 20 14:18:16 +0000 2018,1.0,0.0,0.0,@FoxNews,RT @FoxBusiness: #BreakingNews: @FedEx responds to explosion at facility near San Antonio. https://t.co/cD1ujWSnFY,49
0.4939,Tue Mar 20 14:17:52 +0000 2018,0.856,0.0,0.144,@FoxNews,"RT @FoxBusiness: .@charlipence on @iamjohnoliver's parody book on the second family's pet bunny: ""His book is contributing to charities tha…",50
0.0,Tue Mar 20 14:00:08 +0000 2018,1.0,0.0,0.0,@FoxNews,.@GOP leaders hold a news conference https://t.co/5IYWv0tMVJ,51
0.3612,Tue Mar 20 13:37:05 +0000 2018,0.839,0.0,0.161,@FoxNews,.@cvpayne on Wealthy Dems' Town Hall on Income Inequality: The 'Hypocrisy' Goes On https://t.co/Yt7Vex0DUO,52
0.0,Tue Mar 20 13:22:50 +0000 2018,1.0,0.0,0.0,@FoxNews,Disney to make live-action 'Lady and the Tramp' adaptation https://t.co/wB774V3s96,53
0.4019,Tue Mar 20 13:17:54 +0000 2018,0.886,0.0,0.114,@FoxNews,.@SenJohnKennedy: “The real issue in the budget is how can we properly fund the fence? How can we properly help our… https://t.co/q9jaM1xYVx,54
-0.3818,Tue Mar 20 13:14:58 +0000 2018,0.809,0.191,0.0,@FoxNews,.@SenJohnKennedy: “We need a budget. It’s embarrassing that we don’t have one.” https://t.co/GVm2rr98Zf,55
0.0,Tue Mar 20 13:11:45 +0000 2018,1.0,0.0,0.0,@FoxNews,"Device explodes in FedEx building outside San Antonio, police say (via @RyanGaydos @travfed)  https://t.co/fqlCo4ZcKf",56
0.0,Tue Mar 20 12:56:56 +0000 2018,1.0,0.0,0.0,@FoxNews,"RT @FoxBusiness: Volkswagen to build new SUV at Tennessee plant, invest $340M https://t.co/zGiebJcleQ https://t.co/82YePpALMY",57
-0.4215,Tue Mar 20 12:55:20 +0000 2018,0.784,0.152,0.064,@FoxNews,.@PressSec: “Sanctuary cities are a dangerous thing… When cities start picking and choosing laws that they want to… https://t.co/6uaFY6NomM,58
0.0,Tue Mar 20 12:50:16 +0000 2018,1.0,0.0,0.0,@FoxNews,.@PressSec: “The Democrats would much rather use DACA recipients as pawns instead of actually putting real solution… https://t.co/jglYrrBerZ,59
0.6249,Tue Mar 20 12:43:18 +0000 2018,0.745,0.0,0.255,@FoxNews,"JUST IN: Shooting at Great Mills High School in Maryland, school confirms https://t.co/PR7p3gulEQ",60
-0.3182,Tue Mar 20 12:33:00 +0000 2018,0.769,0.231,0.0,@FoxNews,.@JessicaTarlov: “I think Hillary Clinton is genuinely sorry that she offended anyone.” https://t.co/UOh5woSUKR,61
-0.7269,Tue Mar 20 12:26:59 +0000 2018,0.396,0.604,0.0,@FoxNews,Austin package bomb attacks timeline https://t.co/i519X5gFs5,62
-0.8176,Tue Mar 20 12:12:41 +0000 2018,0.651,0.349,0.0,@FoxNews,China's Xi takes swipe at Trump's new 'doomed to failure' Taiwan policy in nationalistic speech https://t.co/gMVXLkYPSs,63
0.1695,Tue Mar 20 11:58:45 +0000 2018,0.715,0.124,0.161,@FoxNews,Shelley Hasselbrink on @foxandfriends: “We need to not support illegal anything in our city.”… https://t.co/nt2OQNrDi7,64
-0.296,Tue Mar 20 11:51:24 +0000 2018,0.784,0.216,0.0,@FoxNews,Students volunteer to lower and fold flag @foxandfriends https://t.co/Z2a5vECREF,65
0.0,Tue Mar 20 11:40:50 +0000 2018,1.0,0.0,0.0,@FoxNews,"Device explodes in FedEx building outside San Antonio, police say https://t.co/X5flwoWkDc https://t.co/WT7b1ypnLm",66
-0.2263,Tue Mar 20 11:33:15 +0000 2018,0.921,0.079,0.0,@FoxNews,Mark Penn on @HillaryClinton: “It’s time for her to talk about the issues that she spent her life on. Forget the el… https://t.co/YrJzEDXDAD,67
-0.4767,Tue Mar 20 11:15:08 +0000 2018,0.728,0.272,0.0,@FoxNews,John Oliver slammed for 'controversial and partisan' mockery of Pence family bunny https://t.co/VZBU4q9OV2,68
0.0516,Tue Mar 20 11:11:58 +0000 2018,0.652,0.168,0.179,@FoxNews,OPINION: Cal Thomas: California's pro-abortion FACT Act is an attack on free speech https://t.co/GVHx2n5X6M,69
0.0,Tue Mar 20 11:08:29 +0000 2018,1.0,0.0,0.0,@FoxNews,.@Judgenap and @foxandfriends: “Congress and the states can’t force speech…The government can’t force you to expres… https://t.co/r0onh4zRKS,70
-0.4019,Tue Mar 20 11:03:21 +0000 2018,0.816,0.184,0.0,@FoxNews,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2",71
0.0,Tue Mar 20 11:00:09 +0000 2018,1.0,0.0,0.0,@FoxNews,"UPDATE: San Antonio FedEx blast likely linked to Austin bombings, FBI says https://t.co/ATafK5ix9q",72
0.6597,Tue Mar 20 10:55:09 +0000 2018,0.508,0.131,0.36,@FoxNews,"OPINION: Retired US, British and French top generals: In a dangerous world, everyone needs trustworthy friends https://t.co/2STh0ZKUaW",73
-0.6249,Tue Mar 20 10:53:44 +0000 2018,0.796,0.204,0.0,@FoxNews,.@cvpayne on @foxandfriends: “Everywhere where progressives have been in control…they are the worst places in this… https://t.co/CGkhXK38Mq,74
0.0,Tue Mar 20 10:48:15 +0000 2018,1.0,0.0,0.0,@FoxNews,.@JaniceDean gives an update on the weather on @foxandfriends https://t.co/fz3Gjg2Rm2,75
0.0,Tue Mar 20 10:43:10 +0000 2018,1.0,0.0,0.0,@FoxNews,"Device explodes in FedEx building outside San Antonio, police say https://t.co/fqlCo4ZcKf  @ToddPiro https://t.co/oeyNdDyV8m",76
-0.3182,Tue Mar 20 10:34:28 +0000 2018,0.798,0.202,0.0,@FoxNews,.@JessicaTarlov on @foxandfriends: “I think Hillary Clinton is genuinely sorry that she offended anyone.” https://t.co/YGJFlzp2cT,77
0.6557,Tue Mar 20 10:30:01 +0000 2018,0.77,0.0,0.23,@FoxNews,".@POTUS on drug traffickers: “My Department of Justice will be seeking so many, much tougher penalties than we’ve e… https://t.co/hXtL5sIoR9",78
0.0,Tue Mar 20 10:27:41 +0000 2018,1.0,0.0,0.0,@FoxNews,Terry Turchie on device explosion at a FedEx facility in Texas @foxandfriends https://t.co/fqlCo4ZcKf https://t.co/RsiHNjun4u,79
-0.4767,Tue Mar 20 10:19:25 +0000 2018,0.744,0.256,0.0,@FoxNews,Uber's self-driving car accident latest hit to ride-share's reputation https://t.co/tmOkJ4SQ5w,80
0.0,Tue Mar 20 10:15:00 +0000 2018,0.617,0.191,0.191,@FoxNews,Arrested spring breakers flash big smiles on bus headed to jail https://t.co/152dQdRxCG,81
-0.1027,Tue Mar 20 10:08:00 +0000 2018,0.938,0.062,0.0,@FoxNews,".@POTUS: “We pay, as a country, so much more for drugs because of the drug lobbies &amp; other reasons…If you compare o… https://t.co/Vv2JZiD9IV",82
0.0,Tue Mar 20 10:04:46 +0000 2018,1.0,0.0,0.0,@FoxNews,"JUST IN: Device explodes in FedEx building outside San Antonio, police say https://t.co/fqlCo4ZcKf https://t.co/ViApZh4klP",83
-0.7717,Tue Mar 20 10:00:03 +0000 2018,0.729,0.271,0.0,@FoxNews,"During a speech about new efforts to fight the opioid crisis on Monday, @POTUS once again called for a border wall,… https://t.co/rRGzZsOkDV",84
-0.7506,Tue Mar 20 09:51:01 +0000 2018,0.439,0.561,0.0,@FoxNews,.@POTUS's initiative to stop opioid abuse https://t.co/oTcY26di0w,85
-0.5574,Tue Mar 20 09:45:30 +0000 2018,0.769,0.231,0.0,@FoxNews,Former French President Sarkozy placed in custody over illegal campaign funding: report https://t.co/mdZ2R02SbN,86
-0.7184,Tue Mar 20 09:40:51 +0000 2018,0.739,0.261,0.0,@FoxNews,".@jasoninthehouse on the firing of Andrew McCabe: ""You just don’t get fired overnight, this is something that proba… https://t.co/A2IbRlOZCX",87
-0.5106,Tue Mar 20 09:30:01 +0000 2018,0.672,0.229,0.099,@FoxNews,An 18-year-old gorilla at @phillyzoo hates to get his hands dirty. That’s why he sometimes walks upright like a hum… https://t.co/k3pwrSJqQn,88
-0.4019,Tue Mar 20 09:22:27 +0000 2018,0.828,0.172,0.0,@FoxNews,"Southern California town stands up to state, votes to reject sanctuary law https://t.co/UCWhWd0DR2 https://t.co/YIfVZPKOge",89
0.0,Tue Mar 20 09:18:45 +0000 2018,1.0,0.0,0.0,@FoxNews,"Chris Swecker: “The way the bombs are constructed, obviously this person has some skills.” https://t.co/77RBmNOnF1 https://t.co/EnMpBXAKAv",90
0.0,Tue Mar 20 09:15:07 +0000 2018,1.0,0.0,0.0,@FoxNews,‘Affluenza’ teen to be released from jail in 2 weeks https://t.co/QImhEbSBBx,91
0.0,Tue Mar 20 09:15:00 +0000 2018,1.0,0.0,0.0,@FoxNews,"White House, Dems restart negotiations over DACA, funding border wall https://t.co/dSnqiUcLxk",92
0.0,Tue Mar 20 09:00:01 +0000 2018,1.0,0.0,0.0,@FoxNews,".@IngrahamAngle: 'If Any Of Us Had Done What McCabe Did, We'd Already Be In Jail'  https://t.co/m8eZqyFH6r",93
-0.1027,Tue Mar 20 08:53:02 +0000 2018,0.707,0.157,0.136,@FoxNews,"Trey Songz arrested after allegedly punching woman at Los Angeles party, police say https://t.co/NuFQLhevoN (via @bdbrown473)",94
-0.6249,Tue Mar 20 08:45:00 +0000 2018,0.579,0.421,0.0,@FoxNews,Tucker Blasts 'Third-World Nonsense' Surrounding Andrew McCabe's Firing https://t.co/1yL4zv2yDD,95
-0.34,Tue Mar 20 08:30:00 +0000 2018,0.862,0.138,0.0,@FoxNews,".@IngrahamAngle on McCabe firing: ""When the government learns of wrongdoing, shouldn't it act immediately?...Who ca… https://t.co/9Ce7FC9s6o",96
-0.5994,Tue Mar 20 08:18:48 +0000 2018,0.588,0.333,0.078,@FoxNews,"Trump rips Mueller, denounces critics, escaping his 'cage https://t.co/ZKaN8uUOVR via @HowardKurtz @MediaBuzzFNC",97
-0.5719,Tue Mar 20 08:15:00 +0000 2018,0.761,0.239,0.0,@FoxNews,'Build The Wall and Keep the Damn Drugs Out': #Trump Slams Dems' Inaction in Opioid Speech https://t.co/cSDfyFcpNI,98
-0.872,Tue Mar 20 08:13:41 +0000 2018,0.502,0.498,0.0,@FoxNews,"Severe storms leave widespread damage, thousands without power and one reported death in Southeast… https://t.co/Vovy5sH6xe",99
0.5574,Tue Mar 20 08:08:00 +0000 2018,0.796,0.0,0.204,@FoxNews,It was a special day at @dollysstampede? as Sgt. Bryan Samsel surprised his wife after returning home from a year o… https://t.co/CaZtkg731p,100
0.0,Tue Mar 20 18:58:06 +0000 2018,1.0,0.0,0.0,@nytimes,Authorities are scrambling for clues that could connect a package that exploded in San Antonio to the explosions in… https://t.co/vDdsdRmsxK,1
0.0,Tue Mar 20 18:52:42 +0000 2018,1.0,0.0,0.0,@nytimes,This is a story about dogs at the movies https://t.co/8afzOXv0C1 https://t.co/U6jURj2LPl,2
-0.3182,Tue Mar 20 18:48:05 +0000 2018,0.867,0.133,0.0,@nytimes,A California law that requires “crisis pregnancy centers” to provide information about abortion met a skeptical rec… https://t.co/rebHavwlUR,3
0.0772,Tue Mar 20 18:38:03 +0000 2018,0.942,0.0,0.058,@nytimes,"RT @nytimesworld: As the number of mountaineers winding through the Everest region has multiplied, so has the trash — beer bottles, food ca…",4
0.2732,Tue Mar 20 18:28:05 +0000 2018,0.89,0.0,0.11,@nytimes,RT @nytopinion: Running across a person who had committed genocide was always a possibility in Argentina in the 1990s https://t.co/5RTwC8va…,5
0.4215,Tue Mar 20 18:18:04 +0000 2018,0.859,0.0,0.141,@nytimes,"If you liked Kim Kardashian on Facebook, researchers can tell how extroverted (very), conscientious (more than most… https://t.co/Cj11Mh00Kf",6
-0.7184,Tue Mar 20 18:08:21 +0000 2018,0.72,0.28,0.0,@nytimes,"Cynthia Nixon, on her first full day as a candidate, wasted no time in confronting Gov. Cuomo in sharp and personal… https://t.co/dAknK25Uvi",7
0.2263,Tue Mar 20 17:58:03 +0000 2018,0.821,0.068,0.111,@nytimes,"A Trump administration proposal would limit the ability of the U.S., Mexico and Canada to warn consumers about the… https://t.co/EcOckxj3e3",8
-0.5267,Tue Mar 20 17:48:02 +0000 2018,0.866,0.134,0.0,@nytimes,"RT @nytimesarts: The story of ""Roxanne's Revenge"" and Roxanne Shanté, who paved the way for Foxy Brown, Lil' Kim, Cardi B and others https:…",9
0.0,Tue Mar 20 17:41:09 +0000 2018,1.0,0.0,0.0,@nytimes,RT @jimrutenberg: EXCLUSIVE/BREAKING: Former Playboy model Karen McDougal sues to get out of “catch and kill” deal with National Enquirer p…,10
0.2732,Tue Mar 20 17:35:50 +0000 2018,0.751,0.083,0.166,@nytimes,A former Playboy model who claimed she had an affair with Donald Trump is suing to be freed from a 2016 legal deal… https://t.co/0aeHzdcgS8,11
